jlpt ,Vocab-expression,Vocab-kana,one (thing),Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana
JLPT4,駅,えき,stop - give up - abolish,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>駅</b>はどこですか。,<b>えき</b> は どこ です か,Wheres the station?,[sound:78de88070e17b513462f962a8a481c6d.mp3],"<img src=""c6362a3162452dc2ed723c57a851667d.jpg"" />",駅[えき],<b> 駅[えき]</b>はどこですか。
JLPT2,止める,やめる,walk - go on foot,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,話すのを<b>止めて</b>ください。,はなす の を <b>やめて</b> ください,Stop talking - please.,[sound:ae9564d5805988ea4bd2989d7d476169.mp3],"<img src=""d3c6090b116c53a1bc3e9e39ec782015.jpg"" />",止[や]める,話[はな]すのを<b> 止[や]めて</b>ください。
JLPT4,歩く,あるく,near - close to,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,駅まで<b>歩きましょう</b>。,えき まで <b>あるきましょう</b>,Lets walk to the station.,[sound:124468feb2625cb8eb5812f227010533.mp3],"<img src=""3dae0e858291f0ec64766527c01d06e4.jpg"" />",歩[ある]く,駅[えき]まで<b> 歩[ある]きましょう</b>。
JLPT4,近く,ちかく,more,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,駅の<b>近く</b>で食事をした。,えき の <b>ちかく</b> で しょくじ を した,I ate near the station.,[sound:98c5d93c46d354a3680e53c10295d102.mp3],"<img src=""b8a33a620b3689bdccc77066ce90b9bb.jpg"" />",近[ちか]く,駅[えき]の<b> 近[ちか]く</b>で 食事[しょくじ]をした。
JLPT4,もっと,もっと,near - soon,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,<b>もっと</b>近くに来てください。,<b>もっと</b> ちかく に きて ください,Please come closer.,[sound:0e215449439be2b46b7dd15f52fd6d4f.mp3],"<img src=""2e905c154487e2d081b585dc218981be.jpg"" />",もっと,<b>もっと</b> 近[ちか]くに 来[き]てください。
JLPT4,近い,ちかい,vicinity - nearby,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,駅はここから<b>近い</b>です。,えき は ここ から <b>ちかい</b> です,The station is near here.,[sound:079181ae2f0421393e747a2138896570.mp3],"<img src=""8cf94e0f8767319d9ffb28e2cf1cfe23.jpg"" />",近[ちか]い,駅[えき]はここから<b> 近[ちか]い</b>です。
JLPT4,近く,ちかく,all - wholly,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私の家は駅の<b>近く</b>です。,わたし の いえ は えき の <b>ちかく</b> です,My house is near the station.,[sound:081e029e957d87b72602bd23a394ba8c.mp3],"<img src=""144bbb64b9c4a45b0e6b2f6f9598cf86.jpg"" />",近[ちか]く,私[わたし]の 家[いえ]は 駅[えき]の<b> 近[ちか]く</b>です。
JLPT4,全部,ぜんぶ,country,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,それ、<b>全部</b>ください。,それ <b>ぜんぶ</b> ください,Id like all of those - please.,[sound:0339d4402816869936bf57bb3a0971f4.mp3],"<img src=""185b806e32645fb2dc7ad26137373315.jpg"" />",全部[ぜんぶ],それ、<b> 全部[ぜんぶ]</b>ください。
JLPT4,国,くに,character - kanji,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私の<b>国</b>について少しお話しましょう。,わたし の <b>くに</b> に ついて すこし おはなし しましょう,Let me tell you a bit about my country.,[sound:e0b5adfba58d5915ab89c9fbbb2ff706.mp3],"<img src=""ddb1a2c802c7f1e4b6588e39adfb27e0.jpg"" />",国[くに],私[わたし]の<b> 国[くに]</b>について 少[すこ]しお 話[はなし]しましょう。
JLPT4,漢字,かんじ,red,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>漢字</b>は中国から来ました。,<b>かんじ</b> は ちゅうごく から きました,Kanji came from China.,[sound:3520fe12926b8fe216b758be6f51cf18.mp3],"<img src=""7d1864ca1b65fa630af3191843a89d48.jpg"" />",漢字[かんじ],<b> 漢字[かんじ]</b>は 中国[ちゅうごく]から 来[き]ました。
JLPT4,赤い,あかい,which,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,<b>赤い</b>バラを買いました。,<b>あかい</b> ばら を かいました,I bought a red rose.,[sound:6dc34ea49875b42882f0adb32106fdea.mp3],"<img src=""0d8130e367188d4894d837a532ad2e06.jpg"" />",赤[あか]い,<b> 赤[あか]い</b>バラを 買[か]いました。
JLPT4,どちら,どちら,rice (grain),sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,肉と魚と<b>どちら</b>が好きですか。,にく と さかな と <b>どちら</b> が すき です か,Which do you prefer - meat or fish?,[sound:5c84dfeee45ad4f72e577062e05e4b8e.mp3],"<img src=""472db485248a1903a836563676c4d9f2.jpg"" />",どちら,肉[にく]と 魚[さかな]と<b>どちら</b>が 好[す]きですか。
JLPT3,米,こめ,bad-tasting - bad,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,日本人はお<b>米</b>が大好きです。,にほんじん は お<b>こめ</b> が だいすき です,Japanese people love rice.,[sound:78bb9d49df426087db6acd772c031529.mp3],"<img src=""8951aa62e0e96795edadbe80c40bc773.jpg"" />",米[こめ],日本人[にほんじん]はお<b> 米[こめ]</b>が 大好[だいす]きです。
JLPT4,まずい,まずい,to not be,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,ここの料理は<b>まずい</b>。,ここ の りょうり は <b>まずい</b>,The food here is bad.,[sound:c1ac084c4aec542e1f3ed30fd861ab9a.mp3],"<img src=""a8dfbb5b78beb8b623d73b2909eddaae.jpg"" />",まずい,ここの 料理[りょうり]は<b>まずい</b>。
JLPT2,無い,ない,make - create,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,ここには何も<b>無い</b>。,ここ に は なに も <b>ない</b>,Theres nothing here.,[sound:e62a85e3c34fa4679fdcb497f6dcb265.mp3],"<img src=""84d80b1d4d7b82da0ebacb768b04ccc4.jpg"" />",無[な]い,ここには 何[なに]も<b> 無[な]い</b>。
JLPT4,作る,つくる,use,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,今、朝ご飯を<b>作っています</b>。,いま あさごはん を <b>つくって います</b>,Im making breakfast now.,[sound:1449095d14368d2e96c9f8c63a1a3be1.mp3],"<img src=""2b8f2c836e5e1b9e8bb06b180490233e.jpg"" />",作[つく]る,今[いま]、 朝[あさ]ご 飯[はん]を<b> 作[つく]っています</b>。
JLPT4,使う,つかう,switch off - turn off,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,このパソコンを<b>使って</b>ください。,この ぱそこん を <b>つかって</b> ください,Please use this computer.,[sound:1a0a0d00c9b413db81081b1637f4cd1d.mp3],"<img src=""a86308cee7ffb120f950dfe7eeb42fec.jpg"" />",使[つか]う,このパソコンを<b> 使[つか]って</b>ください。
JLPT4,消す,けす,be shut - be closed,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,昼間は電気を<b>消して</b>ください。,ひるま は でんき を <b>けして</b> ください,Please turn the lights off during the day.,[sound:c8e245e242c960c2f8a9f4c42ab5c5be.mp3],"<img src=""9489ca5f9c408d12ff0143d3d5da33c7.jpg"" />",消[け]す,昼間[ひるま]は 電気[でんき]を<b> 消[け]して</b>ください。
JLPT4,閉まる,しまる,front - before,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,お店はもう<b>閉まっていました</b>。,おみせ は もう <b>しまって いました</b>,The shop had already closed.,[sound:258c488a19a95eef91a5226142ff85ff.mp3],"<img src=""4789603ba967b5c599d860096699f78d.jpg"" />",閉[し]まる,お 店[みせ]はもう<b> 閉[し]まっていました</b>。
JLPT4,前,まえ,shop - store,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,その店の<b>前</b>で会いましょう。,その みせ の <b>まえ</b> で あいましょう,Lets meet in front of the shop.,[sound:10c2f16c755f14c04151fe218a15368b.mp3],"<img src=""233117ec1a436dd8956ec3cc7af210bf.jpg"" />",前[まえ],その 店[みせ]の<b> 前[まえ]</b>で 会[あ]いましょう。
JLPT4,店,みせ,room,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私はこの<b>店</b>によく来ます。,わたし は この <b>みせ</b> に よく きます,I come to this store quite often.,[sound:9d5ac41454480ec9010872e405ee86fa.mp3],"<img src=""525c69494b1552a02a3c32af6eb51931.jpg"" />",店[みせ],私[わたし]はこの<b> 店[みせ]</b>によく 来[き]ます。
JLPT4,部屋,へや,summer,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私の<b>部屋</b>は2階にあります。,わたし の <b>へや</b> は にかい に あります,My room is on the second floor.,[sound:454c26ebd05b9d5a3de333650d02d818.mp3],"<img src=""30dd027995dfffa3915d9f02f1d3fe83.jpg"" />",部屋[へや],私[わたし]の<b> 部屋[へや]</b>は 2階[にかい]にあります。
JLPT4,夏,なつ,hot - warm (temperature of the air),sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私は<b>夏</b>が大好き。,わたし は <b>なつ</b> が だいすき,I just love summer.,[sound:a55a18f21876dc021f5f84c4a155d7f3.mp3],"<img src=""0dedae58ed14d47e82876297493fe739.jpg"" />",夏[なつ],私[わたし]は<b> 夏[なつ]</b>が 大好[だいす]き。
JLPT4,暑い,あつい,hot (things - touch),sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,今日はとても<b>暑い</b>。,きょう は とても <b>あつい</b>,Its very hot today.,[sound:5d0235096eda3c80818517855fbfb736.mp3],"<img src=""13e3eb89db8053d81740c6dbabab84a1.jpg"" />",暑[あつ]い,今日[きょう]はとても<b> 暑[あつ]い</b>。
JLPT4,熱い,あつい,winter,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,このスープはとても<b>熱い</b>。,この すーぷ は とても <b>あつい</b>,This soup is very hot.,[sound:c4d71509bd9cdbf47cf2b3e3508e4a2c.mp3],"<img src=""f8446c2ffb547690343b43c2d44b3893.jpg"" />",熱[あつ]い,このスープはとても<b> 熱[あつ]い</b>。
JLPT4,冬,ふゆ,enter,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,カナダの<b>冬</b>はとても寒いです。,かなだ の <b>ふゆ</b> は とても さむい です,Canadas winters are very cold.,[sound:9eccbbe8c9c13295fab60ae65e9d0b11.mp3],"<img src=""77b8bbcda36b7fd6e417f75d45443fa1.jpg"" />",冬[ふゆ],カナダの<b> 冬[ふゆ]</b>はとても 寒[さむ]いです。
JLPT4,入る,はいる,cold (temperature of the air),sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,寒いので中に<b>入って</b>ください。,さむい の で なか に <b>はいって</b> ください,Its cold so please come inside.,[sound:438fb50f5e0d3adeb412e7b2b8045d9d.mp3],"<img src=""6f73d17fe6fb1e53a3fc353bcf11a0d7.jpg"" />",入[はい]る,寒[さむ]いので 中[なか]に<b> 入[はい]って</b>ください。
JLPT4,寒い,さむい,spring,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,この部屋は<b>寒い</b>です。,この へや は <b>さむい</b> です,Its cold in this room.,[sound:cd4c24a6558e05c4bb138d3d139beb5b.mp3],"<img src=""027216c076df26a523d2112431af46d2.jpg"" />",寒[さむ]い,この 部屋[へや]は<b> 寒[さむ]い</b>です。
JLPT4,春,はる,warm,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今年の<b>春</b>は暖かいね。,ことし の <b>はる</b> は あたたかい ね,Its warm this spring - isnt it.,[sound:cdd89f26e77972587f40df2cc557d3ce.mp3],"<img src=""359f6dadf32f35b9d482b0a88cd110d6.jpg"" />",春[はる],今年[ことし]の<b> 春[はる]</b>は 暖[あたた]かいね。
JLPT4,暖かい,あたたかい,find,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,このコートはとても<b>暖かい</b>。,この こーと は とても <b>あたたかい</b>。,This coat is really warm.,[sound:3736431a661c6f14836a31d1804d271a.mp3],"<img src=""578f204d1194fda4ebdf67609fb671f7.jpg"" />",暖[あたた]かい,このコートはとても<b> 暖[あたた]かい</b>。
JLPT3,見つける,みつける,table,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,新しい仕事を<b>見つけました</b>。,あたらしい しごと を <b>みつけました</b>。,I found a new job.,[sound:b25d1374d8e5c5346807f4f8c81b1c31.mp3],"<img src=""3ce3db80d37d4902cdafa8ecde0667f8.jpg"" />",見[み]つける,新[あたら]しい 仕事[しごと]を<b> 見[み]つけました</b>。
JLPT4,テーブル,テーブル,old,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,新しい<b>テーブル</b>を買いました。,あたらしい <b>てーぶる</b> を かいました,I bought a new table.,[sound:cda4aa54753da021284f5afed1549ed1.mp3],"<img src=""fc229e6683f1b45b20a2ce02f74745c5.jpg"" />",テーブル,新[あたら]しい<b>テーブル</b>を 買[か]いました。
JLPT4,古い,ふるい,bad,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,私は<b>古い</b>車が好きです。,わたし は <b>ふるい</b> くるま が すき です,I like old cars.,[sound:6c7e8dd16e7ea204e6e1ebfe680d1bd0.mp3],"<img src=""ebe3d485475e8eb8cd5780afaf280f06.jpg"" />",古[ふる]い,私[わたし]は<b> 古[ふる]い</b> 車[くるま]が 好[す]きです。
JLPT4,悪い,わるい,think,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,たばこは体に<b>悪い</b>。,たばこ は からだ に <b>わるい</b>,Cigarettes are bad for your health.,[sound:062af16a34f3e3fa6d767995c7617f2b.mp3],"<img src=""d3c5e019e2154834eaa3462640f6945b.jpg"" />",悪[わる]い,たばこは 体[からだ]に<b> 悪[わる]い</b>。
JLPT3,思う,おもう,in such manner - that way,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,私もそう<b>思います</b>。,わたし も そう <b>おもいます</b>,I think so too.,[sound:442a3154cdfc7720b3325333bd8298fd.mp3],"<img src=""7024c1e4b03f561086b265a12d32a564.jpg"" />",思[おも]う,私[わたし]もそう<b> 思[おも]います</b>。
JLPT4,そう,そう,how - what,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,私も<b>そう</b>思います。,わたし も <b>そう</b> おもいます,Thats what I think too.,[sound:89071a3b2261599044d3c086fb9a1dce.mp3],"<img src=""f7ca9bae2a0063ddb46f39caa6be08e3.jpg"" />",そう,私[わたし]も<b>そう</b> 思[おも]います。
JLPT4,どう,どう,think - consider,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,あなたは<b>どう</b>思いますか。,あなた は <b>どう</b> おもいます か,What do you think?,[sound:5396aea7a9e84c49bde022c26f9d20a8.mp3],"<img src=""e320e5df44616c58438f09abf17de07b.jpg"" />",どう,あなたは<b>どう</b> 思[おも]いますか。
JLPT3,考える,かんがえる,decide - agree upon,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,よく<b>考えて</b>ください。,よく <b>かんがえて</b> ください,Please think carefully.,[sound:4c89aedce77a4c9bfd40f6b9dd96b7f4.mp3],"<img src=""10726ce9572893070addd078f32ff329.jpg"" />",考[かんが]える,よく<b> 考[かんが]えて</b>ください。
JLPT3,決める,きめる,high - tall,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,帰国することに<b>決めました</b>。,きこく する こと に <b>きめました</b>,Ive decided to go back to my country.,[sound:155facba7e0931aa54b16b3e334e2a02.mp3],"<img src=""5d5659460fd374a3e59e1efbbf0ab74e.jpg"" />",決[き]める,帰国[きこく]することに<b> 決[き]めました</b>。
JLPT4,高い,たかい,lots of,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,これがこの町で一番<b>高い</b>ビルです。,これ が この まち で いちばん <b>たかい</b> びる です,This is the tallest building in town.,[sound:6ae7d2fe757beb7cc1fe530f5d330c48.mp3],"<img src=""22d7b844d5ee03eea6339d0e324c7a51.jpg"" />",高[たか]い,これがこの 町[まち]で 一番[いちばん]<b> 高[たか]い</b>ビルです。
JLPT3,多い,おおい,afternoon - p.m.,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,京都にはお寺が<b>多い</b>。,きょうと に は おてら が <b>おおい</b>,There are a lot of temples in Kyoto.,[sound:5121feca3b62c70f8a379f1a39bd59d8.mp3],"<img src=""7fa841def84e6a5f40c3f1835c7be726.jpg"" />",多[おお]い,京都[きょうと]にはお 寺[てら]が<b> 多[おお]い</b>。
JLPT4,午後,ごご,heavy,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,明日の<b>午後</b>、お客様が来る。,あす の <b>ごご</b> おきゃくさま が くる,A guest is coming to visit tomorrow afternoon.,[sound:6d382d5531a7d94da0df3081dea6f6f9.mp3],"<img src=""517838ee43e2a75d7c94537adff11766.jpg"" />",午後[ごご],明日[あす]の<b> 午後[ごご]</b>、お 客様[きゃくさま]が 来[く]る。
JLPT4,重い,おもい,nine days - 9th of the month,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,このかばんは<b>重い</b>です。,この かばん は <b>おもい</b> です,This bag is heavy.,[sound:61fabb98d17ce11c062570602358ff98.mp3],"<img src=""00ad5a0506a1c012eb92f253ba2c7de0.jpg"" />",重[おも]い,このかばんは<b> 重[おも]い</b>です。
JLPT4,九日,ここのか,wait - wait for,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>九日</b>に荷物が届きます。,<b>ここのか</b> に にもつ が とどきます,The package will arrive on the ninth.,[sound:cd784399cd702794676089f423d46382.mp3],"<img src=""1fa7e796ed6544aadb127147a0eaf0c2.jpg"" />",九日[ここのか],<b> 九日[ここのか]</b>に 荷物[にもつ]が 届[とど]きます。
JLPT4,待つ,まつ,two days - 2nd of the month,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,あなたが来るのを<b>待っています</b>。,あなた が くる の を <b>まって います</b>,I am waiting for you to come.,[sound:7e459e48d9aa666690297be4e6f891fd.mp3],"<img src=""346bb608be872c9066e8235cbf362327.jpg"" />",待[ま]つ,あなたが 来[く]るのを<b> 待[ま]っています</b>。
JLPT4,二日,ふつか,have - possess,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私は<b>二日</b>待った。,わたし は <b>ふつか</b> まった,I waited two days.,[sound:855ae1f1310086c2d0a7828f585d0643.mp3],"<img src=""8e2a3a346758cacd173bc937128e397a.jpg"" />",二日[ふつか],私[わたし]は<b> 二日[ふつか]</b> 待[ま]った。
JLPT4,持つ,もつ,morning,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,私は車を<b>持っています</b>。,わたし は くるま を <b>もって います</b>,I have a car.,[sound:0f5a723ee82d0008ebd09a8a5e6f943f.mp3],"<img src=""a387519e5d67c67186a4a70680d41362.jpg"" />",持[も]つ,私[わたし]は 車[くるま]を<b> 持[も]っています</b>。
